Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pbr_lncRNA1208	-	Chr15	-	4168	4767	0.000000	0.000000	0.000000
Pbr_lncRNA1209	-	Chr15	-	547228	547775	2.753048	15.219290	30.647100
Pbr_lncRNA1212	-	Chr15	-	1639874	1641378	0.000000	0.000000	0.000000
Pbr_lncRNA1065	-	Chr15	+	705879	707934	0.000000	0.000000	0.000000
Pbr_lncRNA1210	-	Chr15	-	967803	969255	2.180244	12.052737	24.270611
Pbr_lncRNA1211	-	Chr15	-	1091354	1094096	6.716882	37.131992	74.772736
Pbr_lncRNA1213	-	Chr15	-	1888014	1890899	0.000000	0.000000	0.000000
Pbr_lncRNA1067	-	Chr15	+	1912627	1912972	0.000000	0.000000	0.000000
Pbr_lncRNA1214	-	Chr15	-	1917563	1920489	0.000000	0.000000	0.000000
Pbr_lncRNA1215	-	Chr15	-	1935868	1936223	0.000000	0.000000	0.000000
Pbr_lncRNA1216	-	Chr15	-	1949374	1950724	0.000000	0.000000	0.000000
Pbr_lncRNA1217	-	Chr15	-	2477867	2478409	1.763767	9.750386	19.634363
Pbr_lncRNA1218	-	Chr15	-	3174398	3175859	0.000000	0.000000	0.000000
Pbr_lncRNA1219	-	Chr15	-	3311477	3318234	0.000000	0.000000	0.000000
Pbr_lncRNA1220	-	Chr15	-	4087802	4089276	0.000000	0.000000	0.000000
Pbr_lncRNA1221	-	Chr15	-	4101408	4108034	0.000000	0.000000	0.000000
Pbr_lncRNA1222	-	Chr15	-	4407595	4409875	10.222209	56.804947	114.388184
Pbr_lncRNA1224	-	Chr15	-	5013189	5013706	0.000000	0.000000	0.000000
Pbr_lncRNA1070	-	Chr15	+	5324421	5326756	2.719893	26.003895	52.364071
Pbr_lncRNA1071	-	Chr15	+	5439985	5440341	1.401022	7.745073	15.596264
Pbr_lncRNA1072	-	Chr15	+	5556824	5559191	0.752844	4.161842	8.380706
Pbr_lncRNA1226	-	Chr15	-	5713667	5714451	0.000000	0.000000	0.000000
Pbr_lncRNA1227	-	Chr15	-	5755922	5758622	0.000000	0.000000	0.000000
Pbr_lncRNA1073	-	Chr15	+	5756868	5757187	0.000000	0.000000	0.000000
Pbr_lncRNA1228	-	Chr15	-	5758695	5760369	8.467598	48.135010	96.929520
Pbr_lncRNA1074	-	Chr15	+	5829518	5829983	0.000000	0.000000	0.000000
Pbr_lncRNA1229	-	Chr15	-	5800324	5808291	1.655966	124.548134	250.802734
Pbr_lncRNA1076	-	Chr15	+	6090352	6090638	0.000000	0.000000	0.000000
Pbr_lncRNA1078	-	Chr15	+	7053973	7054764	0.000000	0.000000	0.000000
Pbr_lncRNA1231	-	Chr15	-	7146891	7147632	0.000000	0.000000	0.000000
Pbr_lncRNA1232	-	Chr15	-	7176934	7181507	12.423463	77.449303	155.959747
Pbr_lncRNA1233	-	Chr15	-	7335721	7337957	4.430894	59.474037	119.762932
Pbr_lncRNA1234	-	Chr15	-	7353927	7354451	0.000000	0.000000	0.000000
Pbr_lncRNA1079	-	Chr15	+	7354108	7354505	0.000000	0.000000	0.000000
Pbr_lncRNA1080	-	Chr15	+	7407255	7410114	0.000000	0.000000	0.000000
Pbr_lncRNA1235	-	Chr15	-	7513287	7513692	0.000000	0.000000	0.000000
Pbr_lncRNA1082	-	Chr15	+	8342796	8343301	5.360098	29.631477	59.668941
Pbr_lncRNA1237	-	Chr15	-	8317858	8319129	0.000000	0.000000	0.000000
Pbr_lncRNA1238	-	Chr15	-	8619530	8626247	0.197437	1.091463	2.197881
Pbr_lncRNA1239	-	Chr15	-	8623380	8625874	0.000000	0.000000	0.000000
Pbr_lncRNA1240	-	Chr15	-	8624061	8625071	0.112182	1.323513	2.665160
Pbr_lncRNA1085	-	Chr15	+	9057687	9063444	19.380819	107.140266	215.748489
Pbr_lncRNA1086	-	Chr15	+	9454319	9455098	0.000000	0.000000	0.000000
Pbr_lncRNA1242	-	Chr15	-	9256895	9258878	3.368022	18.618963	37.493031
Pbr_lncRNA1088	-	Chr15	+	9715304	9722991	0.000000	0.000000	0.000000
Pbr_lncRNA1089	-	Chr15	+	9766720	9768441	2.454551	22.670946	45.652512
Pbr_lncRNA1090	-	Chr15	+	9788497	9791415	8.940009	49.421803	99.520737
Pbr_lncRNA1243	-	Chr15	-	10064737	10065310	1.810235	10.007268	20.151648
Pbr_lncRNA1091	-	Chr15	+	10680488	10682113	0.915056	5.058576	10.186460
Pbr_lncRNA1092	-	Chr15	+	10771160	10774826	0.000000	0.000000	0.000000
Pbr_lncRNA1093	-	Chr15	+	10845759	10846752	1.786166	9.874211	19.883711
Pbr_lncRNA1245	-	Chr15	-	10957330	10958380	2.274329	12.572853	25.317970
Pbr_lncRNA1246	-	Chr15	-	10959416	10960339	0.000000	0.000000	0.000000
Pbr_lncRNA1247	-	Chr15	-	10962667	10963678	0.000000	0.000000	0.000000
Pbr_lncRNA1094	-	Chr15	+	11155371	11158090	0.967472	8.315536	16.745003
Pbr_lncRNA1095	-	Chr15	+	11313965	11314677	0.686585	3.994615	8.043962
Pbr_lncRNA1096	-	Chr15	+	11315764	11320202	0.000000	0.000000	0.000000
Pbr_lncRNA1097	-	Chr15	+	11505967	11506560	0.836289	4.623139	9.309621
Pbr_lncRNA1248	-	Chr15	-	11705937	11740274	0.446559	26.910070	54.188839
Pbr_lncRNA1249	-	Chr15	-	11712891	11715385	0.000000	0.000000	0.000000
Pbr_lncRNA1250	-	Chr15	-	11726042	11736724	0.215638	1.192081	2.400496
Pbr_lncRNA1099	-	Chr15	+	11816875	11817349	2839.081787	15694.898438	31604.833984
Pbr_lncRNA1101	-	Chr15	+	11887750	11888149	1.154678	6.383245	12.853947
