Pbr015711.1	Pbr017475.3	28	49	5	0.17857142857142858	0.10204081632653061
Pbr015715.1	Pbr017479.1	23	40	0	0.0	0.0
Pbr015719.1	Pbr017484.1	78	42	18	0.23076923076923078	0.42857142857142855
Pbr015720.1	Pbr017485.1	26	54	2	0.07692307692307693	0.037037037037037035
Pbr015721.1	Pbr017486.1	38	19	12	0.3157894736842105	0.631578947368421
Pbr015723.1	Pbr017488.1	79	69	19	0.24050632911392406	0.2753623188405797
Pbr015725.1	Pbr017490.1	46	38	1	0.021739130434782608	0.02631578947368421
Pbr015728.1	Pbr017491.1	210	145	19	0.09047619047619047	0.1310344827586207
Pbr015730.1	Pbr017492.1	72	60	17	0.2361111111111111	0.2833333333333333
Pbr015731.2	Pbr017493.1	48	49	6	0.125	0.12244897959183673
Pbr015732.1	Pbr017495.1	31	48	2	0.06451612903225806	0.041666666666666664
Pbr015733.1	Pbr017496.1	141	88	52	0.36879432624113473	0.5909090909090909
Pbr015735.1	Pbr017497.1	29	40	4	0.13793103448275862	0.1
Pbr015736.1	Pbr017498.1	65	55	4	0.06153846153846154	0.07272727272727272
Pbr015737.1	Pbr017500.1	40	29	2	0.05	0.06896551724137931
Pbr015738.1	Pbr017501.1	24	76	1	0.041666666666666664	0.013157894736842105
Pbr015742.1	Pbr017502.1	34	31	1	0.029411764705882353	0.03225806451612903
Pbr015743.1	Pbr017503.1	33	21	2	0.06060606060606061	0.09523809523809523
Pbr015744.1	Pbr017507.1	31	13	2	0.06451612903225806	0.15384615384615385
Pbr015745.1	Pbr017508.1	26	22	2	0.07692307692307693	0.09090909090909091
Pbr015746.1	Pbr017509.1	47	23	3	0.06382978723404255	0.13043478260869565
Pbr015747.1	Pbr017510.2	23	25	3	0.13043478260869565	0.12
Pbr015748.1	Pbr017511.1	76	56	32	0.42105263157894735	0.5714285714285714
Pbr015749.1	Pbr017512.1	125	72	55	0.44	0.7638888888888888
Pbr015750.1	Pbr017513.1	36	76	3	0.08333333333333333	0.039473684210526314
Pbr015751.1	Pbr017514.1	46	35	1	0.021739130434782608	0.02857142857142857
Pbr015752.1	Pbr017515.1	140	150	38	0.2714285714285714	0.25333333333333335
Pbr015753.1	Pbr017516.1	47	18	1	0.02127659574468085	0.05555555555555555
Pbr015754.3	Pbr017517.1	217	332	29	0.1336405529953917	0.08734939759036145
Pbr015755.1	Pbr017518.1	130	12	0	0.0	0.0
Pbr015756.2	Pbr017522.1	31	32	1	0.03225806451612903	0.03125
Pbr015757.1	Pbr017523.1	29	70	0	0.0	0.0
Pbr015759.1	Pbr017526.1	74	64	8	0.10810810810810811	0.125
Pbr015762.1	Pbr017532.1	22	31	2	0.09090909090909091	0.06451612903225806
Pbr015763.1	Pbr017533.1	764	465	102	0.13350785340314136	0.21935483870967742
Pbr015764.1	Pbr017534.1	33	29	2	0.06060606060606061	0.06896551724137931
Pbr015766.1	Pbr017536.1	8	31	1	0.125	0.03225806451612903
Pbr015767.1	Pbr017537.1	56	75	9	0.16071428571428573	0.12
Pbr015768.1	Pbr017538.1	26	36	0	0.0	0.0
Pbr015769.1	Pbr017539.1	42	64	3	0.07142857142857142	0.046875
Pbr015771.1	Pbr017540.1	96	268	57	0.59375	0.2126865671641791
Pbr015772.1	Pbr017541.1	58	66	4	0.06896551724137931	0.06060606060606061
Pbr015773.1	Pbr017542.1	34	21	0	0.0	0.0
Pbr015774.1	Pbr017543.1	31	64	16	0.5161290322580645	0.25
Pbr015775.1	Pbr017544.1	46	43	8	0.17391304347826086	0.18604651162790697
Pbr015776.1	Pbr017546.1	19	68	8	0.42105263157894735	0.11764705882352941
Pbr015777.1	Pbr017547.1	33	14	4	0.12121212121212122	0.2857142857142857
Pbr015779.1	Pbr017551.1	107	140	15	0.14018691588785046	0.10714285714285714
Pbr015780.1	Pbr017552.1	159	83	57	0.3584905660377358	0.6867469879518072
Pbr015781.1	Pbr017553.1	85	29	2	0.023529411764705882	0.06896551724137931
Pbr023908.1	Pbr022042.1	51	39	9	0.17647058823529413	0.23076923076923078
Pbr023911.1	Pbr022044.2	43	102	13	0.3023255813953488	0.12745098039215685
Pbr023913.1	Pbr022045.1	24	40	1	0.041666666666666664	0.025
Pbr023914.1	Pbr022047.1	49	48	3	0.061224489795918366	0.0625
Pbr023915.1	Pbr022048.1	46	91	16	0.34782608695652173	0.17582417582417584
Pbr023916.2	Pbr022049.1	58	46	16	0.27586206896551724	0.34782608695652173
Pbr023919.1	Pbr022051.1	538	1079	316	0.587360594795539	0.2928637627432808
Pbr023922.1	Pbr022052.1	44	35	1	0.022727272727272728	0.02857142857142857
Pbr023923.1	Pbr022053.1	27	40	4	0.14814814814814814	0.1
Pbr023925.3	Pbr022055.2	28	67	10	0.35714285714285715	0.14925373134328357
Pbr023927.1	Pbr022057.1	39	85	14	0.358974358974359	0.16470588235294117
Pbr023929.1	Pbr022059.1	16	42	1	0.0625	0.023809523809523808
Pbr023930.1	Pbr022060.1	101	38	14	0.13861386138613863	0.3684210526315789
Pbr023931.1	Pbr022061.1	58	31	2	0.034482758620689655	0.06451612903225806
Pbr023932.1	Pbr022062.2	70	80	8	0.11428571428571428	0.1
Pbr023933.2	Pbr022063.1	49	42	1	0.02040816326530612	0.023809523809523808
Pbr023934.1	Pbr022064.1	42	29	2	0.047619047619047616	0.06896551724137931
Pbr023935.1	Pbr022065.1	52	35	16	0.3076923076923077	0.45714285714285713
