Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pbr_lncRNA1209	-	Chr15	-	547228	547775	0.000000	0.000000	0.000000
Pbr_lncRNA1212	-	Chr15	-	1639874	1641378	0.000000	0.000000	0.000000
Pbr_lncRNA1213	-	Chr15	-	1888014	1890899	0.000000	0.000000	0.000000
Pbr_lncRNA1067	-	Chr15	+	1912627	1912972	0.000000	0.000000	0.000000
Pbr_lncRNA1214	-	Chr15	-	1917563	1920489	0.000000	0.000000	0.000000
Pbr_lncRNA1215	-	Chr15	-	1935868	1936223	0.000000	0.000000	0.000000
Pbr_lncRNA1216	-	Chr15	-	1949374	1950724	0.000000	0.000000	0.000000
Pbr_lncRNA1065	-	Chr15	+	705879	707934	0.000000	0.000000	0.000000
Pbr_lncRNA1210	-	Chr15	-	967803	969255	1.626787	6.711987	11.218916
Pbr_lncRNA1211	-	Chr15	-	1091354	1094096	5.198464	21.448408	35.850475
Pbr_lncRNA1217	-	Chr15	-	2477867	2478409	0.000000	0.000000	0.000000
Pbr_lncRNA1068	-	Chr15	+	2579830	2580168	0.632586	2.609995	4.362541
Pbr_lncRNA1220	-	Chr15	-	4087802	4089276	4.281022	17.688124	29.565256
Pbr_lncRNA1221	-	Chr15	-	4101408	4108034	2.085101	20.673748	34.555649
Pbr_lncRNA1222	-	Chr15	-	4407595	4409875	23.157476	132.861038	222.073883
Pbr_lncRNA1224	-	Chr15	-	5013189	5013706	40.189037	165.816498	277.158081
Pbr_lncRNA1070	-	Chr15	+	5324421	5326756	1.392905	9.649529	16.128946
Pbr_lncRNA1072	-	Chr15	+	5556824	5559191	0.000000	0.000000	0.000000
Pbr_lncRNA1226	-	Chr15	-	5713667	5714451	5.206749	22.343428	37.346474
Pbr_lncRNA1227	-	Chr15	-	5755922	5758622	0.000000	0.000000	0.000000
Pbr_lncRNA1073	-	Chr15	+	5756868	5757187	0.000000	0.000000	0.000000
Pbr_lncRNA1228	-	Chr15	-	5758695	5760369	6.892161	28.859383	48.237732
Pbr_lncRNA1229	-	Chr15	-	5800324	5808291	1.604734	121.667313	203.363846
Pbr_lncRNA1230	-	Chr15	-	5970368	5970762	0.000000	0.000000	0.000000
Pbr_lncRNA1076	-	Chr15	+	6090352	6090638	0.916667	3.782089	6.321666
Pbr_lncRNA1231	-	Chr15	-	7146891	7147632	0.000000	0.000000	0.000000
Pbr_lncRNA1232	-	Chr15	-	7176934	7181507	11.558818	56.824837	94.981285
Pbr_lncRNA1233	-	Chr15	-	7335721	7337957	9.944758	94.979111	158.755188
Pbr_lncRNA1234	-	Chr15	-	7353927	7354451	0.142673	0.588656	0.983924
Pbr_lncRNA1079	-	Chr15	+	7354108	7354505	0.673050	2.776946	4.641595
Pbr_lncRNA1081	-	Chr15	+	7923803	7924104	0.500162	2.063625	3.449297
Pbr_lncRNA1082	-	Chr15	+	8342796	8343301	0.000000	0.000000	0.000000
Pbr_lncRNA1237	-	Chr15	-	8317858	8319129	0.000000	0.000000	0.000000
Pbr_lncRNA1238	-	Chr15	-	8619530	8626247	0.191836	0.791499	1.322970
Pbr_lncRNA1239	-	Chr15	-	8623380	8625874	0.000000	0.000000	0.000000
Pbr_lncRNA1240	-	Chr15	-	8624061	8625071	0.000000	0.000000	0.000000
Pbr_lncRNA1085	-	Chr15	+	9057687	9063444	1.826983	7.537973	12.599533
Pbr_lncRNA1242	-	Chr15	-	9256895	9258878	3.068995	12.662408	21.164896
