Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Pbr_lncRNA1209	-	Chr15	-	547228	547775	0.794979	3.252219	5.423138
Pbr_lncRNA1065	-	Chr15	+	705879	707934	0.000000	0.000000	0.000000
Pbr_lncRNA1210	-	Chr15	-	967803	969255	0.000000	0.000000	0.000000
Pbr_lncRNA1211	-	Chr15	-	1091354	1094096	2.753799	11.265653	18.785694
Pbr_lncRNA1212	-	Chr15	-	1639874	1641378	0.000000	0.000000	0.000000
Pbr_lncRNA1213	-	Chr15	-	1888014	1890899	0.000000	0.000000	0.000000
Pbr_lncRNA1067	-	Chr15	+	1912627	1912972	0.000000	0.000000	0.000000
Pbr_lncRNA1214	-	Chr15	-	1917563	1920489	0.000000	0.000000	0.000000
Pbr_lncRNA1215	-	Chr15	-	1935868	1936223	0.000000	0.000000	0.000000
Pbr_lncRNA1216	-	Chr15	-	1949374	1950724	0.000000	0.000000	0.000000
Pbr_lncRNA1217	-	Chr15	-	2477867	2478409	0.545086	2.229919	3.718434
Pbr_lncRNA1068	-	Chr15	+	2579830	2580168	1.947769	7.968225	13.287169
Pbr_lncRNA1219	-	Chr15	-	3311477	3318234	0.000000	0.000000	0.000000
Pbr_lncRNA1220	-	Chr15	-	4087802	4089276	0.000000	0.000000	0.000000
Pbr_lncRNA1221	-	Chr15	-	4101408	4108034	1.440521	14.161706	23.614918
Pbr_lncRNA1222	-	Chr15	-	4407595	4409875	43.620560	247.998657	413.542542
Pbr_lncRNA1224	-	Chr15	-	5013189	5013706	83.839615	342.983643	571.931885
Pbr_lncRNA1070	-	Chr15	+	5324421	5326756	0.548455	2.344045	3.908740
Pbr_lncRNA1072	-	Chr15	+	5556824	5559191	0.000000	0.000000	0.000000
Pbr_lncRNA1226	-	Chr15	-	5713667	5714451	4.390679	17.962048	29.952061
Pbr_lncRNA1227	-	Chr15	-	5755922	5758622	3.731461	15.265220	25.455048
Pbr_lncRNA1073	-	Chr15	+	5756868	5757187	0.193328	0.790895	1.318833
Pbr_lncRNA1228	-	Chr15	-	5758695	5760369	10.092436	42.351486	70.621918
Pbr_lncRNA1074	-	Chr15	+	5829518	5829983	0.000000	0.000000	0.000000
Pbr_lncRNA1229	-	Chr15	-	5800324	5808291	3.386863	261.760925	436.491394
Pbr_lncRNA1230	-	Chr15	-	5970368	5970762	0.000000	0.000000	0.000000
Pbr_lncRNA1231	-	Chr15	-	7146891	7147632	0.000000	0.000000	0.000000
Pbr_lncRNA1232	-	Chr15	-	7176934	7181507	13.852981	72.753815	121.318382
Pbr_lncRNA1233	-	Chr15	-	7335721	7337957	6.238802	58.821632	98.086212
Pbr_lncRNA1234	-	Chr15	-	7353927	7354451	0.000000	0.000000	0.000000
Pbr_lncRNA1079	-	Chr15	+	7354108	7354505	0.000000	0.000000	0.000000
Pbr_lncRNA1080	-	Chr15	+	7407255	7410114	0.160278	0.655689	1.093374
Pbr_lncRNA1235	-	Chr15	-	7513287	7513692	1.709345	6.992845	11.660703
Pbr_lncRNA1237	-	Chr15	-	8317858	8319129	0.000000	0.000000	0.000000
Pbr_lncRNA1082	-	Chr15	+	8342796	8343301	0.000000	0.000000	0.000000
Pbr_lncRNA1238	-	Chr15	-	8619530	8626247	0.000000	0.000000	0.000000
Pbr_lncRNA1239	-	Chr15	-	8623380	8625874	0.000000	0.000000	0.000000
Pbr_lncRNA1240	-	Chr15	-	8624061	8625071	0.036788	0.242962	0.405143
Pbr_lncRNA1241	-	Chr15	-	8645292	8645659	0.000000	0.000000	0.000000
Pbr_lncRNA1084	-	Chr15	+	8914161	8914664	0.000000	0.000000	0.000000
Pbr_lncRNA1085	-	Chr15	+	9057687	9063444	4.449431	18.202398	30.352852
Pbr_lncRNA1086	-	Chr15	+	9454319	9455098	0.000000	0.000000	0.000000
Pbr_lncRNA1242	-	Chr15	-	9256895	9258878	3.180104	13.009645	21.693834
